ram_free,swap_free,disk_free,cpu_idle,loadavg1 ,loadavg2 ,loadavg3 ,decision
2802,2268,38931,91,0.14760034117516402,0.35921907242449463,0.149693754482995,0
3168,1702,37680,73,0.2757056295054447,0.23277108336570007,0.19873800345283577,0
3697,2459,22134,52,0.2973478975500092,0.33151553601171413,0.14057252214948843,0
2436,1729,40474,67,0.41202961563789997,0.11140376085005409,0.2613679987279835,0
2695,1766,20994,85,0.34787810374524647,0.3867890270567427,0.15915768671747182,0
2813,2452,46397,78,0.22867645326555663,0.11320847485280204,0.01465788029625159,0
2330,1695,14385,95,0.10064074775267157,0.25604655322269004,0.13807605929847896,0
3030,2388,19878,74,0.4721411382923375,0.1193005407481596,0.025805215636207045,0
2694,1618,12383,98,0.4479021665462245,0.3583334874840754,0.1650346844509243,0
2958,1868,24964,66,0.3370903657643761,0.2727016941414115,0.25154705710845293,0
2843,1881,21413,86,0.43586103138191357,0.38927017965351796,0.14544727466113955,0
2513,1705,37486,86,0.4264150478382406,0.1372563145268769,0.23635600560174386,0
3185,2212,32804,97,0.01411697487871949,0.0646773391323313,0.04874540000513171,0
2696,1550,13207,66,0.3980237382440504,0.03786823583372443,0.22025468827640265,0
2485,2100,29264,79,0.2980054217602513,0.36720352695512487,0.1396959002587634,0
3309,2043,17677,66,0.26590183472197576,0.10313629847369087,0.02163510973183027,0
3809,1567,45709,50,0.2439305528445117,0.2704676737254778,0.08808754265690238,0
2358,1710,34191,78,0.22336199843005355,0.10573789462761991,0.1486625681428837,0
3175,1681,45962,81,0.1497706426591196,0.21406177716059638,0.12145699754653838,0
2323,2025,40340,88,0.25848206924953326,0.24718593472809594,0.09376665969989174,0
2966,1597,12190,72,0.17048670957048168,0.31133969733906247,0.18408522508671668,0
2507,1723,26499,61,0.3090367289756199,0.1696439737975154,0.14165204275362756,0
3900,2427,8933,99,0.4090815173353571,0.0007033821393473971,0.08353067166153814,0
2693,1872,27637,94,0.15230401759252182,0.20735477918513123,0.24286709594660652,0
2751,1814,13622,95,0.11131227948532607,0.2949089565927638,0.2807658724141365,0
2557,2285,30268,52,0.3646165141981131,0.02156495068510833,0.2379097745521084,0
2561,2071,8812,75,0.13358824694810334,0.024265093772478208,0.19667716862841192,0
2089,1976,36199,93,0.09866366883927985,0.19522791426770536,0.1540641221678548,0
3783,1834,22529,76,0.3899063030679537,0.29718083912625964,0.044652618003807855,0
3231,1900,23691,59,0.47424367967705855,0.2033024094422621,0.04174760153140426,0
2122,2429,39612,76,0.04517100380571565,0.284692105383862,0.10774331874799281,0
2802,1516,17105,62,0.04874041613628227,0.08072315702779842,0.2772289658591069,0
3893,1714,10016,78,0.4280184731215382,0.30551808511301226,0.06803732613230704,0
2436,1571,13728,87,0.008745655961317433,0.2005589653469517,0.23381515841728423,0
3048,1817,37574,66,0.4563464959146499,0.14093870731212652,0.1461941340997223,0
3596,2256,44857,66,0.44914360441845746,0.37816363275588777,0.22078648161724948,0
3083,1943,8755,60,0.2375882381746106,0.0018260996819199793,0.16592719167808195,0
2526,1511,36343,99,0.40882553323649673,0.25555975186819563,0.23338510262079748,0
3769,1510,6500,82,0.03957788276841212,0.2284122898742242,0.1590667966022283,0
3332,1617,35428,84,0.2792418740073674,0.14865434716764683,0.2324576588383333,0
3464,1956,28113,55,0.4744507562465111,0.13786831552744247,0.17027433417642954,0
3947,2052,17212,51,0.10994348341391358,0.27208392012769483,0.13909844690187292,0
3523,1846,23490,63,0.48294006490493113,0.027184884430885917,0.034909949689488164,0
2967,2370,45396,99,0.15757185356289627,0.006955824472830452,0.22649945919906087,0
3045,1652,26247,62,0.3171120721915952,0.3267439832569907,0.26562293191404934,0
2055,1682,7585,66,0.11380637003555605,0.20851191350312637,0.20763739680629326,0
2359,1629,16235,57,0.22830360102235175,0.17185266153062578,0.28199130265228545,0
2829,1782,10797,72,0.1495796314801413,0.21920977774782485,0.10771904248623215,0
3983,1599,28529,52,0.3222466919395349,0.23357809227630774,0.17841740392866653,0
2810,1901,11983,71,0.22114188352145664,0.09136504486315333,0.15719400113718837,0
3459,1623,45498,98,0.41524594618782845,0.2216496455547468,0.027845053126248596,0
2072,2458,22688,83,0.1501990775899486,0.07835498795337062,0.08066355300171318,0
3939,2331,41123,97,0.42070103404626463,0.3760233381612739,0.2092553297972539,0
3505,2250,19250,76,0.12420907046221652,0.09452592943168439,0.0746641121464265,0
2551,1573,46758,54,0.23355073872377602,0.045695549093312506,0.05482457632340352,0
3220,1905,6563,64,0.18239296030825702,0.32758417576818716,0.08810722625259067,0
3634,1553,44996,63,0.3621811362777347,0.3247385310113784,0.138868315943234,0
2940,2393,43635,52,0.4048078146121549,0.25322005577134393,0.2962106441364139,0
3541,1968,18182,66,0.3712767799556149,0.27847993335332427,0.04889996267068004,0
2560,1742,14841,94,0.1235361146804736,0.3803015716299122,0.04207077310114447,0
2872,2166,23415,97,0.31114701877025314,0.06548245542407875,0.06773536389834951,0
2914,1866,25522,93,0.018411203491234485,0.011083367022146896,0.044900707614905354,0
2982,2462,24822,76,0.05946064952398966,0.29589089992092343,0.06259690393114405,0
3316,1659,44649,50,0.26987104533747514,0.2741858646484414,0.09189199459046493,0
2819,1836,47830,76,0.4017592556029618,0.38482478271133,0.1403889156302443,0
2525,1859,30211,94,0.29675075997423933,0.2563696423190905,0.28769930852213904,0
2015,1724,6196,59,0.20904832984122868,0.2753444835063722,0.2827018727252008,0
2337,1729,17653,97,0.47176193988304665,0.18922485865176364,0.08351232440145434,0
3715,2378,19103,78,0.20120106436242913,0.2772463569624879,0.2750074208137704,0
3722,2483,24816,78,0.09299046493895852,0.3145222160777912,0.08517917319305093,0
3831,1848,21389,89,0.08021304760260284,0.3998429222957437,0.0031495096636556586,0
2621,1801,42316,95,0.27247975925450263,0.3124173285045528,0.08282706763405558,0
3350,2377,22664,73,0.1924277599370534,0.3869085171322839,0.07084786827815891,0
3156,2288,28074,92,0.08984812717973073,0.3524127941517792,0.09382378754597831,0
3121,2267,48386,69,0.05263692698435285,0.13490985301059483,0.15693728549998995,0
2925,2087,32413,71,0.31495453688596986,0.25941973044164507,0.09606524225259216,0
2756,2252,30478,60,0.2248663663802581,0.024487477111667613,0.1942120124653326,0
2408,1867,44989,67,0.14021300850638924,0.04799410052043549,0.14307917300699377,0
2119,2418,9570,61,0.0014426994721257191,0.2957355468034354,0.01394121214176186,0
2652,1558,35697,66,0.39584953378769316,0.03346743879852734,0.17469716329716017,0
3349,1825,19980,69,0.4235686225579657,0.17789331232353678,0.23937570930331065,0
3951,1935,39559,55,0.38452938075063087,0.35006220295503226,0.12084467071222266,0
2696,1891,11167,89,0.09854831716256335,0.05464925994112862,0.03713505879984453,0
3791,2075,33838,62,0.14309433267491445,0.030482060096502474,0.0886245419831767,0
2016,1776,33313,66,0.10121406756271328,0.0998130548501298,0.0651460615736952,0
2103,1875,43431,88,0.14261314331611757,0.18620068986991123,0.10544032735194553,0
3894,1883,32044,99,0.4060237763099752,0.19680342697973213,0.10640410934953752,0
3785,2487,40036,73,0.4711466395851852,0.28672190795805136,0.0022188970416486373,0
2426,2472,21803,61,0.25483411536794237,0.115151693170631,0.09039723723253983,0
3601,2293,43678,75,0.3025498361128656,0.17575843558383328,0.1237450652655324,0
2274,1599,21035,94,0.3618005615144055,0.1468802528935559,0.21960720361209626,0
3128,1845,38848,57,0.29670887340594065,0.39065518251148945,0.05329480914713631,0
2059,1992,19843,93,0.11863471651635615,0.08547392609539944,0.2554089328025723,0
3189,1804,15675,71,0.29807896995599176,0.3843373015240934,0.002229101359119978,0
2835,2064,22231,57,0.49629424400064104,0.3558404067340151,0.08612120754861417,0
3914,2272,43059,76,0.2605437355334004,0.18289002381157737,0.207690880995838,0
2621,1838,11974,85,0.1572550772819507,0.2331771916549318,0.09877991982080499,0
3752,2267,40249,74,0.38919528190825714,0.22458130539638518,0.10483058334107859,0
2769,2324,13337,80,0.15267492714232783,0.040727700466495875,0.055674672446330876,0
2594,2492,23565,59,0.23180735298071026,0.08779295708160229,0.2069126669694339,0
3421,2189,30421,96,0.30410281036373027,0.20329679268802728,0.023630184449698676,0
2630,1929,22647,85,0.3054799235899414,0.01712735956214644,0.23726243417253723,0
3023,1771,36506,78,0.105234897130631,0.13976763937609352,0.17116760604179712,0
3012,2462,43977,71,0.0013698696301350788,0.15785897389640424,0.20809571627539206,0
2779,1572,6049,54,0.02155300390911885,0.3173419719186339,0.2022224005841962,0
3472,2491,5449,64,0.383511483086532,0.16010417945623712,0.13210499245470222,0
2383,1583,27544,50,0.4731578192673447,0.30640093710450383,0.14129952080689842,0
2424,1543,9976,88,0.1411361855347556,0.3774808560450636,0.07708231877400021,0
2723,1825,23530,51,0.488315590510292,0.20525018737597414,0.11154984680588055,0
3170,1841,44297,85,0.0964044633367882,0.07829566323040327,0.08960683888920366,0
2805,2238,14034,74,0.4075849717233275,0.01385074762072147,0.17032838690685517,0
3086,2126,43748,66,0.38593699608395654,0.09290114496380207,0.2030106733769831,0
3268,2423,40491,73,0.27921886872628005,0.2468827037855062,0.1897873279531448,0
3489,2017,17928,69,0.09753347857909833,0.3792248720699447,0.08244512939429942,0
3809,1998,11078,90,0.38051341966005187,0.396312317747934,0.0482878035749142,0
3732,1661,45278,54,0.20784504758274625,0.08558906946642907,0.21995263438219714,0
2620,1705,41125,64,0.2894883914078617,0.33454655020490276,0.009071371299564967,0
2708,2305,6876,52,0.33104416557827365,0.14429050930720183,0.10306355599843033,0
3158,2087,9370,77,0.30357177070488334,0.006928979545310909,0.09487463017887822,0
2284,1826,24996,59,0.04044197205112504,0.2456136321820146,0.2956518302264999,0
3486,2367,18268,92,0.4345498161696245,0.18800236083130054,0.04671598996421006,0
2145,1593,36180,68,0.36988661310093823,0.21676412901562944,0.04351007447517293,0
2020,1900,20988,80,0.3412561079921603,0.19884944966803567,0.2944816920804914,0
2425,1784,5071,89,0.11040998212371078,0.02998632901899541,0.15174100172169355,0
2152,1552,15977,77,0.40294450064518755,0.037213847768677734,0.2023518842203876,0
2532,1593,40943,90,0.25477863108171445,0.22698188462902605,0.14803534961482032,0
3805,1517,15812,79,0.46777712679911065,0.05619216309722983,0.09987849116700774,0
3865,2318,5213,97,0.40094184242689657,0.14679310975359947,0.1789405048274228,0
2017,2353,9179,62,0.036658222089300474,0.24074807916662322,0.021950856591584477,0
3977,1625,14501,96,0.46130171375758644,0.33654571559731256,0.06653006170479943,0
3657,2322,13207,83,0.23993290890990598,0.1451892490492707,0.09340589548214277,0
2679,2476,35357,78,0.24500707029227498,0.39233522365052875,0.17202592059517097,0
2505,2379,17528,93,0.22318333142886354,0.026541141036787376,0.1316566568973436,0
2433,2418,28695,84,0.2758982114723896,0.11948124486809411,0.21019849851879815,0
3562,2127,11175,71,0.02820315406680357,0.23149184814328208,0.2938158324025294,0
2737,2334,11708,80,0.30107486971818537,0.29439492819088364,0.06641664809430207,0
2019,2048,15985,75,0.14720135816185725,0.1582903337639513,0.16837888406569582,0
2110,2491,22367,66,0.007215679041637557,0.3130121495692014,0.12088945413714672,0
3853,1991,37100,74,0.4571957022960907,0.18200145120870906,0.03668067143957663,0
2683,2070,16755,95,0.20409549140427558,0.050662300001734065,0.11815985047006604,0
2305,2345,35403,51,0.32912989643462737,0.11269326386587841,0.17526850689438572,0
2196,2199,19967,73,0.15514297971519286,0.13202172291364264,0.219987121843205,0
3145,2219,48908,86,0.1649052436998682,0.08532805532437458,0.09454321165138752,0
2600,1935,7931,79,0.023244790482980615,0.07220190125894446,0.2637612328335634,0
3020,1674,24528,63,0.4710250725886162,0.018639040875317602,0.20187892489624773,0
3187,1520,38191,64,0.3218016769874936,0.22901267805085587,0.1352542457884599,0
2725,2353,19279,90,0.089013903024246,0.29387466001866247,0.06762539902645692,0
3065,1628,34959,74,0.15607807460647954,0.07414349374540473,0.22120586374063334,0
3879,1947,39317,80,0.11629019767590426,0.08213408019378741,0.15201916804151175,0
2493,1537,35649,56,0.42763950969112147,0.3365208320534647,0.12148213636787784,0
3488,2443,12116,85,0.32236544993986377,0.13846573778573856,0.04939792705594781,0
2368,1602,19759,92,0.17307639901457095,0.3300487825909827,0.24240305267666779,0
3629,1804,14932,66,0.3575358603526622,0.23309526082353443,0.24176613773942834,0
3345,2287,14149,73,0.39519218739660383,0.11357518532185243,0.2765053925521895,0
3053,2296,45535,96,0.17318354479808085,0.31798448617309555,0.0504659778487627,0
3520,1693,5581,58,0.1970575766150528,0.14204249653064377,0.21169896907467212,0
3399,2252,6267,74,0.008982132414486532,0.23514833217594744,0.15644449970948326,0
2330,1941,12466,54,0.27440882268397854,0.3887208247897118,0.0074953026127779765,0
3478,1516,34964,53,0.44651250232226725,0.16331839501729892,0.23223354188745554,0
2031,2164,41645,75,0.11397735385039115,0.24049543383359315,0.2576037097698729,0
2363,2388,15589,74,0.21294592696027875,0.29158813972485853,0.0069267867043312226,0
3719,1612,29653,85,0.11583287595185421,0.21758530426939401,0.06957202314209958,0
2481,2376,24247,80,0.430841587026827,0.10818252497937514,0.16086692540045058,0
2726,2214,30921,74,0.005527671229504039,0.35539204077689546,0.1691372290465125,0
2278,2075,8904,88,0.3368066660130415,0.03999197557474288,0.09292167516796893,0
3468,1502,15800,51,0.08759698853950304,0.11364537148101417,0.234457511428628,0
2360,2252,6661,61,0.34991578168892357,0.12018452228232422,0.2111936872822542,0
3265,1842,29026,64,0.28863139659689685,0.35437219320499475,0.22040374233119972,0
2857,1633,10431,65,0.1570433496466454,0.09467451840812369,0.27210081259463853,0
2802,1854,14123,61,0.252728279614161,0.22764679847315042,0.17533673839679678,0
2758,1656,46630,62,0.31630347806676756,0.05912901665702939,0.16331107858550603,0
2010,1670,45195,62,0.012160539656789593,0.24616326774932742,0.24163137321914863,0
2078,2357,16018,84,0.2746945599717684,0.01631789082947832,0.05362719275654659,0
2144,2237,34964,100,0.2654901781775455,0.08672694991268398,0.025997623008048032,0
2883,2193,31670,74,0.28922507853377805,0.1752610481692905,0.010181020002516694,0
2724,2415,35575,72,0.272925353469053,0.12819834196859634,0.11185479006220699,0
2156,2427,30586,52,0.4799767697235357,0.16335274734431932,0.13427548568167172,0
3387,1643,32594,68,0.09627362008851753,0.178796476264717,0.10926500293910088,0
2188,2220,36178,86,0.44209961919986973,0.11630863899492319,0.24646083864957155,0
3755,2495,7454,81,0.037508917294159116,0.31455470383192646,0.06428606218541284,0
3209,2194,27384,52,0.048982630112260894,0.04332090978422945,0.29099277348187513,0
3197,2474,41558,57,0.15113909334944187,0.12120783578730446,0.17752669966827003,0
3134,1587,31131,93,0.22282097406483142,0.1382512957369055,0.27693521226259665,0
2272,1742,34117,60,0.09870722511236424,0.19390180340330856,0.23560669038951576,0
2494,2465,43514,98,0.4525373910852257,0.06959152940427545,0.028421128619677348,0
3414,1834,33590,66,0.3814504088225385,0.009312527497894107,0.28701496406227317,0
2453,1619,38630,56,0.31554547240787567,0.38800783806697514,0.27885790975396385,0
3818,1803,22754,81,0.4467131994037356,0.30075297690272784,0.23928396570770175,0
2938,1612,39950,93,0.3490448819356702,0.2597714122997744,0.09042408352364932,0
2124,1562,46667,75,0.09328648482484109,0.0627744579674085,0.27582997679057897,0
2010,2493,36653,64,0.3688380613791907,0.3460635237323557,0.29854647863130807,0
3020,1669,16860,84,0.4619429051076088,0.3025837535821443,0.2548081279372028,0
2052,2471,21500,57,0.41394341223498643,0.02969362515564762,0.0013458731778308252,0
2341,1577,13150,50,0.21963826367862138,0.37870491599934814,0.09638016428683638,0
3048,1753,22511,61,0.2922533084192511,0.11031124750353345,0.09903780221813775,0
2311,2111,11928,63,0.055391731758118845,0.08104386080813258,0.1183172858578802,0
2017,2361,22060,51,0.45819293841568837,0.19649250647047467,0.014547787664961464,0
3643,2188,13996,85,0.39939801845845024,0.28941830876072183,0.10643275582123092,0
2263,2084,40638,65,0.24864669449144677,0.3977576207930463,0.028128395615892664,0
